speciesid | content
242303862 | Slopes in broad-leaved forests or bamboos, especially in wet places along streams, or in non-forested valleys; (1000-)1400-2000 m. Chongqing, Guizhou, Hunan, Jiangxi, WC Sichuan, NE Yunnan, Zhejiang [Japan].
250098608 | 中华斜方复叶耳蕨 zhong hua xie fang fu ye er jue 
250098608 | Arachniodes hupingshanensis S. F. Wu.
250098608 | Rhizome creeping, succulent at growing apex, 1.5-2.2 cm in diam., densely scaly; scales reddish brown, ovate-lanceolate or lanceolate, to 8 × 1-3 mm, apically attenuate, thin and soft. Fronds remote, 0.6-1.1 m; stipe pale stramineous, 30-60 cm, ca. 5 mm in diam., base scaly as rhizome, upward scales diminishing to glabrescent; lamina 3-pinnate, yellowish green when dried, broadly oblong or lanceolate-oblong, 30-50 × 20-30 cm, papery, base broadly cuneate or cordate, apex abruptly narrowed and long acuminate, rachis glabrescent; lateral pinnae 6-8 pairs, alternate or lower 1(or 2) pairs opposite, with to 2 cm stalk, obliquely spreading; lowest pinna narrowly deltoid, to 20 × 12 cm, base broadly cuneate, apex attenuate; primary pinnules ca. 15 pairs, shortly stalked, lanceolate or distally oblong, (proximal basiscopic 1(or 2) elongated, to 9 × 4 cm), base broadly cuneate, apex acuminate; secondary pinnules rhombic, shortly stalked or sessile, to 1.5 × 0.8 cm, base acroscopically truncate and auriculate, basiscopically cuneate or straight, apex acute, margin sharply serrate or pinnatifid with mucronate teeth; upper 2(or 3) pairs of pinnae with a slightly longer basal pair of primary pinnules, remaining pinnae linear-lanceolate and gradually reduced; axes and veins of ultimate segments with sparse minute brown threadlike scales abaxially. Sori terminal on veinlets, 1-4 pairs per ultimate segment, intramarginal; indusia brown, papery, entire or shortly ciliate.
250098608 | ● Along streams in mixed forests, forest margins; 600-1000 m. Guizhou (Guiyang), Hunan (Shimen, Lingxian), Sichuan (Emei Shan).
250098608 | In appearance, this species looks like some specimens of Arachniodes ×subamabilis Sa. Kurata from Japan. But the Japanese plant was proved to be a hybrid between A. amabilis and A. nipponica, while this Chinese fern is intermediate between A. amabilis and A. simulans.
200004316 | 美观复叶耳蕨 mei guan fu ye er jue 
200004316 | Aspidium speciosum D. Don, Prodr. Fl. Nepal. 5. 1825; Arachniodes austroyunnanensis Ching; A. caudata Ching var. kansuensis Ching; A. emeiensis Ching; A. futeshanensis Y. T. Hsieh; A. guangtongensis Ching; A. ishingensis Ching & Y. T. Xie; A. kansuensis (Ching) Y. T. Hsieh; A. multifida Ching; A. neoaristata Ching; A. pseudoaristata (Tagawa) Ohwi; A. sichuanensis Ching; A. sinoaristata Ching; A. sparsa Ching; A. sporadosora (Kunze) Nakaike; A. subaristata Ching & Y. T. Hsieh; A. yandangshanensis Y. T. Hsieh; Aspidium affine Wallich ex Mettenius; A. cornucervi D. Don; A. sporadosorum Kunze; Byrsopteris pseudoaristata (Tagawa) Sa. Kurata; B. speciosa (D. Don) C. V. Morton; Dryopteris speciosa (D. Don) C. Christensen; Nephrodium speciosum (D. Don) Handel-Mazzetti; Polystichopsis pseudoaristata (Tagawa) Tagawa; Polystichum pseudoaristatum Tagawa; P. speciosum (D. Don) J. Smith; Rumohra aristata (G. Forster) Ching var. pseudoaristata (Tagawa) H. Itô; R. miyakei H. Itô; R. pseudoaristata (Tagawa) H. Itô; R. pseudoaristata var. magnipinna H. Itô; R. speciosa (D. Don) Ching.
200004316 | Rhizome shortly creeping, often stiff, densely scaly; scales brown or dark brown, linear-lanceolate or subulate, 8-15 × 0.5-1.5 mm, base slightly dentate or ciliate, apex attenuate, margin entire, firmly membranous. Fronds approximate, 0.5-1.1 m; stipe (ochraceous or) stramineous, 27-60 cm, 3-4 mm in diam., base with scales similar to those on rhizome, upward sparser and often entire-margined, or ± glabrescent; lamina 3- or 4-pinnate, brownish when dried, ovate-oblong or ovate-deltoid (or ovate-pentagonal), 25-50 × 18-35 cm, papery or subleathery, base rounded or shallowly cordate, apex acuminate or narrowly deltoid, rachis scaly or glabrescent as distal portion of stipe; pinnae ca. 10 pairs, alternate or lower 1(-3) pairs opposite, with to 2 cm stalk, obliquely spreading; lowest pinnae deltoid or obliquely quadrangular, to 25 × 15 cm, base broadly cuneate, apex acuminate; primary pinnules ca. 16 pairs, deltoid-lanceolate or oblong, proximal basiscopic 1(or 2) slightly longer (to 13 × 4.5 cm), base broadly cuneate, apex acuminate; secondary (and tertiary) pinnules shortly stalked or sessile, oblong or rhombic, ca. 1.5 × 0.7 cm, base acroscopically truncate, slightly auriculate, basiscopically cuneate, apex acute or obtuse, margin sharply serrate or pinnatifid, often aristate; upper pinnae often oblong-lanceolate; axes of lamina, pinnae, and pinnules with sparse minute (ovate- or) lanceolate apical threadlike scales abaxially. Sori terminal (or subdorsal) on veinlets, 1-5 pairs per ultimate segment, medial between midvein and margin; indusia brown, membranous, entire, and fugacious. 2n = 82*.
200004316 | By streams in forests, thickets, under shrubs, sometimes on shaded wet moss-covered rocks in valleys; below 100-1900 m. Anhui, Chongqing, Fujian, SE Gansu, Guangxi, Guizhou, Hainan, W Hubei, Hunan, Jiangsu, Jiangxi, Sichuan, Taiwan, Yunnan, Zhejiang [Bhutan, India (Sikkim), Japan, Nepal, New Guinea, Thailand, Vietnam].
200004316 | According to Fraser-Jenkins, the correct name of this fern should be Arachniodes cornucervi (D. Don) Fraser-Jenkins (Taxon. Revis. Indian Subcontinental Pteridophytes, 323. 2008) and the name adopted here is a misapplication and should stand for the group of ferns for which we use the name A. coniifolia, the following species. Without seeing the lectotype chosen by Fraser-Jenkins, we cannot determine if his interpretation of D. Dons name is better than Chings.
200004316 | This is a rather variable fern in frond size, lamina shape, and margin of ultimate segments in different habitats; it also shows to some extent morphological differences among fertile and sterile fronds or pinnae of the same frond. The sterile frond or pinnae often have a wider lamina or pinnules and longer awns along the ultimate segments.
200004317 | 清秀复叶耳蕨 qing xiu fu ye er jue 
200004317 | Rumohra spectabilis Ching, Sinensia 5: 58. 1934; Arachniodes nitidula Ching.
200004317 | Rhizome ascending, stiff, 3-5 cm in diam., apex densely scaly; scales reddish brown, linear-lanceolate or filiform, 1.5-2.5 cm × 0.5-2 mm, tortuous and soft. Fronds approximate, 0.9-1.5 m; stipe stramineous, 50-75 cm, ca. 6 mm in diam., base tufted with scales similar to those on rhizome, scales sparser upward; lamina 3- or 4-pinnate, shiny brownish green when dried, ovate-oblong or ovate-pentagonal, 40-75 × 35-40 cm, subleathery, base rounded-cuneate, apex acuminate, rachis sparsely scaly as distal portion of stipe; pinnae ca. 10 pairs, stalked, alternate or lowest pair opposite, obliquely spreading, subimbricate; lowest pinnae broadly deltoid-lanceolate, to 35 × 25 cm, base rounded, apex acuminate; primary pinnules ca. 12 pairs, stalked, deltoid-oblong (lanceolate distally), proximal basiscopic 1 or 2 slightly longer; secondary pinnules to 20 pairs, deltoid or linear-lanceolate, base cuneate, apex acuminate and caudate; ultimate pinnules (secondary pinnules for 3-pinnate leaves) contiguous to imbricate, oblique-oblong, ca. 12 × 4 mm, base acroscopically truncate, basiscopically cuneate, apex obtuse, margin sharply serrate, teeth without mucronate tips; upper pinnae gradually reduced; axes and veins of ultimate segments with sparse minute brown linear scales abaxially. Sori large, terminal (or subdorsal) on veinlets, 1-4 pairs per ultimate segment, medial between margin and midvein; indusia dark brown, subleathery, and entire.
200004317 | Slopes in broad-leaved forests or by streamlets, also on dry slopes under open forests, occasionally in bamboos; (600-)1200-1800 m. S Yunnan [India, Laos, Myanmar, N Thailand].
250098600 | 石盖蕨 shi gai jue 
250098600 | Aspidium foeniculaceum Hooker, Sp. Fil. 4: 36. t. 237. 1862; Diacalpe foeniculacea C. B. Clarke; Lastrea foeniculacea (Hooker) Beddome; Lithostegia foeniculacea (Hooker) Ching; Polystichum foeniculaceum (Hooker) J. Smith.
250098600 | Rhizome ascending, stout, densely closed with brown, ovate acuminate, shortly fringed scales. Fronds 60-120 cm; stipe pale reddish or stramineous especially above, 18-40(-60) cm, 5-6 mm in diam., base with scales similar to those on rhizome, sparser upward; lamina 4- or 5-pinnate, shiny green adaxially, paler abaxially, ovate or deltoid-lanceolate, 45-80 × 30-50 cm, papery to softly leathery, slightly reduced at base, apex acuminate, rachis scaly as distal portion of stipe; pinnae 4 or 5(or 6) pairs, basal pair opposite, others alternate, stalked, obliquely spreading, contiguous; lowest pinnae longest, ca. 25 × 13 cm, broadly cuneate at base, apex acuminate; primary pinnules 14-16 pairs, alternate, stalked, obliquely spreading, lanceolate, 8-15 × 1.6-3 cm, basal pair longest, base broadly cuneate, apex acute; secondary pinnules ca. 10 pairs, alternate, rhombic-oblong, middle pair 1.6-2.4 × 0.7-1 cm, apex acuminate; tertiary pinnules 3 or 4 pairs, alternate, linear, basal pair 2- or 3-furcate; second pair of pinnae similar in size and shape to basal pair, upper pinnae gradually reduced to acuminate apex; pinnule axes and veins bearing brown, hairlike, and twisted scales abaxially. Sori small, 1 per segment, terminal on a very short acroscopic veinlet branch (appearing dorsal on single vein of ultimate segment); indusium firm, dark purple, ovoid, entire and covering sorus when young, splitting into 2-3 irregular segments when mature. n = 82.
250098600 | Evergreen broad-leaved forests, also broad-leaved and coniferous mixed forests; 2100-3200 m. Xizang, Yunnan [Bhutan, India, Myanmar, Nepal].
250098600 | The combination "Peranema foeniculacea" (B. K. Nayar & S. Kaur, Natl. Bot. Gard. Bull. 81: 27. 1963) was not validly published because a full and direct reference to the author and place of valid publication of the basionym was not provided (Melbourne Code, Art. 41.5).
242303873 | 中越复叶耳蕨 zhong yue fu ye er jue 
242303873 | Rumohra tonkinensis Ching, Sinensia 5: 52. 1934; Arachniodes obtusipinnula Ching & Y. T. Hsieh; A. subamoena Ching; R. callipteris C. Christensen.
242303873 | Rhizome ascending, stiff, apex scaly; scales castaneous and lustrous, ovate-lanceolate, 5-9(-15) × 2-3 mm, thinly papery and spreading. Fronds approximate, 60-95 cm; stipe stramineous, 30-50 cm, ca. 4 mm in diam., base with scales similar to those on rhizome, distally glabrescent and glossy; lamina 3- or 4-pinnate, brownish when dried, deltoid-ovate or ovate-pentagonal, 30-55 × 25-30 cm, papery, base rounded or slightly hastate, apex caudate-acuminate, rachis glabrescent and glossy; pinnae 3-5 pairs, alternate, with 1-4 cm stalk, obliquely spreading; lowest pinnae deltoid, 15-22 × 12-17 cm, base rounded or cordate, apex caudate-acuminate; primary pinnules 15-20 pairs, basal pair enlarged, with ca. 1 cm stalk and usually proximal pair of secondary pinnules pinnate, distally abruptly shortened, shortly stalked; secondary (and tertiary) pinnules sessile, rhombic-oblong, 1-1.5 × 0.5-0.9 cm, base obliquely cuneate, apex obtuse, acroscopic margin deeply pinnatifid, lobes with 3-5 sharp teeth; upper 1(or 2) pairs of pinnae with proximal pair of pinnules elongated, upward triangular-lanceolate; veins with sparse minute brown lanceolate scales abaxially. Sori terminal on veinlets, 1-3 pairs per ultimate segment; indusia brown, firmly membranous, entire, fugacious.
242303873 | Broad-leaved or mixed forests; 1200-1700 m. W Hunan, S Yunnan [Vietnam].
250098603 | 黔蕨 qian jue 
250098603 | Phanerophlebiopsis tsiangiana Ching, Acta Phytotax. Sin. 10: 116. 1965; Dryopteris tsiangiana (Ching) R. M. Tryon & A. F. Tryon.
250098603 | Rhizome long creeping, densely clothed with brown, lanceolate scales. Fronds 45-58 cm; stipe stramineous, 20-25 cm, 2-3 mm in diam., base with scales similar to those on rhizome, glabrescent upward; lamina 1-pinnate, turning grayish green when dried, broadly lanceolate, 20-33 × 10-12 cm, papery or thinly leathery, glabrous on both surfaces or bearing sporadic brown linear-lanceolate scales along axes abaxially, toward apex acuminate and ending with a distinct terminal pinna, rachis glabrescent; lateral pinnae 6-8 pairs, alternate or lower pairs opposite, spreading, stalked, lanceolate, 7-8 × 1.5-2 cm, base symmetrical, cuneate, apex acuminate, margin crenulate-serrulate, teeth non-aristate; terminal pinna similar to lateral ones in size, usually forked at base; veins pinnate, veinlets 2 or 3 pairs on each set of lateral veins, simple or forked. Sori terminal on veinlets, in 2 rows on each side of pinna axis (midvein); indusia brown, membranous, and fugacious.
250098603 | ● Shaded damp places in evergreen broad-leaved forests; 400-700(-1300) m. SE Guizhou.
250098607 | 武陵山复叶耳蕨 wu ling shan fu ye er jue 
250098607 | Rhizome creeping, succulent at growing apex, ca. 1.5 cm in diam., densely scaly; scales pale brown, broadly lanceolate, 3-5 × 1.5-2 mm, thin and soft. Fronds approximate, to 80 cm; stipe stramineous, to 35 cm, ca. 4 mm in diam., base scaly as rhizome, upward scales diminishing to glabrescent; lamina 2-pinnate, yellowish green when dried, ovate-oblong, ca. 45 × 20 cm, thinly papery, base cuneate, abruptly narrowed, apex forming an acuminate terminal pinna much broader than lateral ones, rachis glabrescent; lateral pinnae ca. 6 pairs, basal 2 pairs opposite, others alternate, with 0.5-1.7 cm stalk, obliquely spreading; lowest pinnae lanceolate, to 18 × 4.5 cm, base rounded-cuneate, apex acuminate; (primary) pinnules ca. 15 pairs, spreading, with ca. 1.5 cm stalk, obliquely rhombic, slightly falcate, 2-2.5 × ca. 1 cm, basal pair slightly smaller, base acroscopically truncate and auriculate, basiscopically cuneate and slightly decurrent, apex acute or acuminate, margin serrate with mucronate teeth; upper pinnae similar in appearance, terminal pinna with shallowly pinnatifid pinnules; axes of pinna (and veins as well) occasionally with a few minute brown linear scales abaxially. Sori terminal on veinlets, 6-8 pairs per ultimate pinnule, medial between midvein and margin; indusia brown, firmly membranous, and entire.
250098607 | ● Forests; 200-400 m. Hunan (Yongshun).
242303880 | 东洋复叶耳蕨 dong yang fu ye er jue 
242303880 | Aspidium yoshinagae Makino, Bot. Mag. (Tokyo) 13: 57. 1899; Phanerophlebiopsis bipinnata S. F. Wu; Polystichum yoshinagae (Makino) Makino.
242303880 | Rhizome creeping, succulent at growing apex, 1-2 cm in diam., moderately scaly; scales pale brown, ovate-lanceolate, 5-8 × 1.5-3.5 cm, membranous and soft. Fronds remote or approximate, 60-95 cm; stipe stramineous, 25-45 cm, 3-5 mm in diam., base scaly as rhizome, upward scales diminishing to glabrescent; lamina (1 or)2-pinnate, yellowish green when dried, ovate-oblong or oblong-lanceolate, 35-60 × 15-25 cm, firmly papery, base cuneate, apex acuminate, rachis glabrescent; separate pinnae 10-13 pairs, alternate, with to 2 cm stalk, obliquely spreading, remote, lower 1 or 2(-4) pairs pinnate or only deeply pinnatifid, lowest pinna lanceolate and ca. 18 × 4 cm, base obliquely cuneate, apex acuminate; (primary) pinnules and ultimate segments oblong, 2-3 × 1-1.2 cm, basal pair usually smaller, base cuneate with acroscopic side slightly broader, basiscopic decurrent, apex acute, margin coarsely serrate with mucronate to aristate teeth; upper pinnae gradually reduced and sometimes slightly falcate; axes and veins with a few minute dark brown hairlike scales abaxially. Sori large, terminal on veinlets, 2-6 pairs per ultimate segment, medial between midvein and margin; indusia dark brown, firmly membranous, and entire.
